map,period,vehicle ID,start time,duration,tags
i80,0400-0415,186,102.7,20,lane-change
i80,0400-0415,150,102.8,20,lane-change
i80,0500-0515,662,103.2,20,lane-change
i80,0515-0530,12,103.4,20,lane-change
i80,0515-0530,128,103.7,20,lane-change
i80,0500-0515,666,103.9,20,lane-change
i80,0400-0415,103,104.3,20,lane-change
i80,0500-0515,544,104.6,20,lane-change
i80,0400-0415,183,105.0,20,lane-change
i80,0400-0415,267,105.5,20,lane-change
i80,0515-0530,24,105.7,20,lane-change
i80,0515-0530,135,105.8,20,lane-change
i80,0400-0415,254,106.0,20,lane-change
i80,0515-0530,95,106.1,20,lane-change
i80,0500-0515,633,106.1,20,lane-change
i80,0400-0415,245,106.2,20,lane-change
i80,0500-0515,654,106.3,20,lane-change
i80,0500-0515,640,106.7,20,lane-change
i80,0500-0515,714,107.2,20,lane-change
i80,0500-0515,706,107.3,20,lane-change
i80,0400-0415,257,107.4,20,lane-change
i80,0515-0530,174,107.5,20,lane-change
i80,0400-0415,299,107.6,20,lane-change
i80,0400-0415,186,107.8,20,lane-change
i80,0500-0515,654,108.1,20,lane-change
i80,0515-0530,180,108.8,20,lane-change
i80,0515-0530,40,109.6,20,lane-change
i80,0500-0515,655,109.9,20,lane-change
i80,0400-0415,205,110.2,20,lane-change
i80,0400-0415,300,110.2,20,lane-change
i80,0500-0515,671,111.1,20,cutoff
i80,0500-0515,681,111.5,20,cutoff
i80,0500-0515,693,111.6,20,lane-change
i80,0400-0415,311,111.6,20,lane-change
i80,0515-0530,224,112.4,20,lane-change
i80,0515-0530,142,113.6,20,lane-change
i80,0515-0530,52,113.7,20,lane-change
i80,0500-0515,692,114.6,20,lane-change
i80,0400-0415,314,114.6,20,lane-change
i80,0500-0515,640,114.7,20,lane-change
i80,0500-0515,654,114.7,20,lane-change
i80,0500-0515,658,115.0,20,lane-change
i80,0400-0415,262,115.0,20,lane-change
i80,0515-0530,49,115.7,20,lane-change
i80,0500-0515,614,115.7,20,lane-change
i80,0400-0415,268,116.0,20,cutoff
i80,0500-0515,654,116.6,20,lane-change
i80,0515-0530,204,116.8,20,lane-change
i80,0500-0515,718,116.8,20,lane-change
i80,0400-0415,231,119.0,20,lane-change
i80,0515-0530,224,119.5,20,lane-change
i80,0500-0515,741,120.0,20,lane-change
i80,0500-0515,732,120.1,20,lane-change
i80,0400-0415,335,120.1,20,lane-change
i80,0400-0415,190,120.19999999999999,20,lane-change
i80,0500-0515,725,120.6,20,lane-change
i80,0500-0515,728,121.4,20,lane-change
i80,0500-0515,728,121.5,20,cutoff
i80,0400-0415,173,121.5,20,lane-change
i80,0515-0530,92,121.6,20,lane-change
i80,0400-0415,296,121.80000000000001,20,lane-change
i80,0515-0530,181,122.1,20,lane-change
i80,0515-0530,68,122.4,20,lane-change
i80,0400-0415,360,122.69999999999999,20,lane-change
i80,0500-0515,573,122.9,20,lane-change
i80,0400-0415,334,122.9,20,lane-change
i80,0515-0530,12,123.0,20,lane-change
i80,0500-0515,729,123.30000000000001,20,lane-change
i80,0500-0515,640,123.69999999999999,20,lane-change
i80,0500-0515,556,124.5,20,lane-change
i80,0400-0415,376,125.6,20,lane-change
i80,0500-0515,722,125.69999999999999,20,lane-change
i80,0500-0515,649,125.80000000000001,20,lane-change
i80,0400-0415,231,126.1,20,lane-change
i80,0400-0415,352,126.30000000000001,20,lane-change
i80,0515-0530,79,127.1,20,lane-change
i80,0400-0415,397,127.19999999999999,20,lane-change
i80,0500-0515,756,128.1,20,lane-change
i80,0400-0415,353,128.3,20,lane-change
i80,0500-0515,632,128.4,20,lane-change
i80,0500-0515,752,128.7,20,lane-change
i80,0400-0415,257,128.8,20,lane-change
i80,0500-0515,575,129.4,20,lane-change
i80,0500-0515,654,129.4,20,cutoff
i80,0400-0415,309,129.4,20,lane-change
i80,0400-0415,318,129.4,20,lane-change
i80,0500-0515,742,130.3,20,lane-change
i80,0400-0415,390,130.4,20,lane-change
i80,0400-0415,409,130.8,20,lane-change
i80,0400-0415,373,131.3,20,lane-change
i80,0400-0415,363,131.4,20,lane-change
i80,0515-0530,52,131.6,20,lane-change
i80,0400-0415,355,131.8,20,lane-change
i80,0400-0415,389,131.8,20,lane-change
i80,0500-0515,730,132.1,20,lane-change
i80,0515-0530,91,132.8,20,lane-change
i80,0400-0415,376,133.3,20,lane-change
i80,0515-0530,132,133.7,20,lane-change
i80,0400-0415,411,134.0,20,lane-change
i80,0515-0530,86,134.1,20,lane-change
i80,0500-0515,788,134.7,20,lane-change
i80,0400-0415,365,134.8,20,lane-change
i80,0500-0515,771,135.2,20,lane-change
i80,0515-0530,148,135.9,20,lane-change
i80,0515-0530,40,136.5,20,lane-change
i80,0400-0415,386,136.6,20,lane-change
i80,0400-0415,365,136.9,20,lane-change
i80,0500-0515,747,137.1,20,lane-change
i80,0400-0415,380,137.3,20,lane-change
i80,0400-0415,388,137.5,20,lane-change
i80,0515-0530,106,138.5,20,lane-change
i80,0400-0415,300,138.6,20,lane-change
i80,0400-0415,331,138.6,20,lane-change
i80,0400-0415,394,140.3,20,lane-change
i80,0400-0415,314,141.1,20,lane-change
i80,0515-0530,58,142.1,20,lane-change
i80,0400-0415,334,142.3,20,lane-change
i80,0515-0530,29,142.7,20,lane-change
i80,0500-0515,796,143.0,20,lane-change
i80,0400-0415,394,143.8,20,lane-change
i80,0400-0415,413,144.3,20,lane-change
i80,0515-0530,133,145.0,20,lane-change
i80,0515-0530,40,145.3,20,lane-change
i80,0500-0515,787,145.3,20,lane-change
i80,0500-0515,746,145.5,20,lane-change
i80,0400-0415,399,145.7,20,lane-change
i80,0400-0415,331,146.0,20,lane-change
i80,0515-0530,52,146.9,20,lane-change
i80,0400-0415,406,147.1,20,lane-change
i80,0400-0415,326,148.2,20,lane-change
i80,0400-0415,394,148.2,20,lane-change
i80,0400-0415,394,148.3,20,cutoff
i80,0515-0530,155,148.6,20,lane-change
i80,0400-0415,409,148.6,20,lane-change
i80,0400-0415,347,149.3,20,lane-change
i80,0500-0515,787,150.5,20,lane-change
i80,0400-0415,460,150.5,20,lane-change
i80,0515-0530,156,150.9,20,lane-change
i80,0500-0515,742,151.1,20,lane-change
i80,0500-0515,740,151.2,20,lane-change
i80,0400-0415,335,151.6,20,lane-change
i80,0400-0415,393,151.6,20,lane-change
i80,0400-0415,352,152.2,20,lane-change
i80,0515-0530,156,152.7,20,lane-change
i80,0500-0515,766,152.8,20,lane-change
i80,0400-0415,394,153.2,20,lane-change
i80,0515-0530,142,153.4,20,lane-change
i80,0515-0530,340,153.6,20,lane-change
i80,0400-0415,457,154.4,20,lane-change
i80,0500-0515,730,154.7,20,lane-change
i80,0515-0530,182,155.7,20,lane-change
i80,0515-0530,177,155.9,20,lane-change
i80,0500-0515,777,156.7,20,lane-change
i80,0515-0530,156,156.8,20,lane-change
i80,0515-0530,112,157.0,20,lane-change
i80,0400-0415,406,157.7,20,lane-change
i80,0400-0415,347,158.2,20,lane-change
i80,0515-0530,191,158.3,20,lane-change
i80,0400-0415,435,158.3,20,lane-change
i80,0500-0515,742,158.7,20,lane-change
i80,0500-0515,781,158.8,20,lane-change
i80,0515-0530,162,159.8,20,lane-change
i80,0500-0515,744,160.4,20,cutoff
i80,0500-0515,850,161.3,20,lane-change
i80,0400-0415,334,161.4,20,lane-change
i80,0400-0415,455,161.5,20,lane-change
i80,0515-0530,3003,161.6,20,lane-change
i80,0400-0415,458,161.6,20,lane-change
i80,0400-0415,394,161.8,20,lane-change
i80,0515-0530,156,162.0,20,lane-change
i80,0500-0515,792,162.3,20,lane-change
i80,0500-0515,758,162.6,20,lane-change
i80,0400-0415,372,162.7,20,lane-change
i80,0515-0530,174,164.0,20,lane-change
i80,0400-0415,518,164.0,20,lane-change
i80,0515-0530,237,164.1,20,lane-change
i80,0515-0530,236,164.2,20,lane-change
i80,0500-0515,797,164.3,20,lane-change
i80,0400-0415,458,164.3,20,lane-change
i80,0400-0415,358,165.4,20,lane-change
i80,0400-0415,394,165.4,20,lane-change
i80,0515-0530,316,165.9,20,lane-change
i80,0400-0415,465,166.3,20,lane-change
i80,0500-0515,801,166.5,20,lane-change
i80,0400-0415,447,166.9,20,lane-change
i80,0400-0415,518,166.9,20,lane-change
i80,0500-0515,805,167.5,20,lane-change
i80,0515-0530,235,168.1,20,lane-change
i80,0400-0415,352,168.1,20,lane-change
i80,0515-0530,179,168.6,20,lane-change
i80,0500-0515,812,168.7,20,lane-change
i80,0400-0415,518,168.8,20,lane-change
i80,0400-0415,411,169.6,20,lane-change
i80,0515-0530,3004,169.7,20,lane-change
i80,0400-0415,518,170.5,20,lane-change
i80,0500-0515,863,171.1,20,lane-change
i80,0400-0415,435,171.5,20,lane-change
i80,0400-0415,365,171.7,20,cutoff
i80,0515-0530,156,171.8,20,lane-change
i80,0400-0415,365,172.3,20,lane-change
i80,0400-0415,455,172.7,20,lane-change
i80,0515-0530,326,172.8,20,lane-change
i80,0500-0515,820,172.9,20,lane-change
i80,0500-0515,705,173.0,20,lane-change
i80,0500-0515,866,174.2,20,lane-change
i80,0515-0530,295,174.6,20,lane-change
i80,0515-0530,297,174.9,20,lane-change
i80,0500-0515,825,175.0,20,lane-change
i80,0400-0415,495,175.2,20,lane-change
i80,0400-0415,511,175.2,20,lane-change
i80,0515-0530,253,175.3,20,lane-change
i80,0400-0415,519,175.5,20,lane-change
i80,0400-0415,493,175.8,20,lane-change
i80,0500-0515,828,176.0,20,lane-change
i80,0500-0515,813,176.6,20,lane-change
i80,0515-0530,180,177.0,20,lane-change
i80,0515-0530,237,177.1,20,lane-change
i80,0500-0515,742,177.3,20,lane-change
i80,0400-0415,509,177.3,20,lane-change
i80,0400-0415,581,177.4,20,lane-change
i80,0500-0515,876,177.5,20,lane-change
i80,0400-0415,530,178.3,20,lane-change
i80,0400-0415,399,179.0,20,lane-change
i80,0500-0515,821,179.2,20,lane-change
i80,0515-0530,269,179.5,20,lane-change
i80,0500-0515,836,179.6,20,lane-change
i80,0500-0515,792,179.7,20,lane-change
i80,0400-0415,517,180.2,20,lane-change
i80,0500-0515,866,181.0,20,lane-change
i80,0400-0415,525,181.0,20,lane-change
i80,0400-0415,447,181.5,20,lane-change
i80,0400-0415,566,182.8,20,lane-change
i80,0515-0530,127,183.4,20,lane-change
i80,0515-0530,327,183.7,20,lane-change
i80,0400-0415,520,183.8,20,lane-change
i80,0500-0515,848,184.5,20,lane-change
i80,0400-0415,455,185.6,20,lane-change
i80,0400-0415,625,186.2,20,lane-change
i80,0500-0515,852,186.4,20,lane-change
i80,0500-0515,758,187.2,20,lane-change
i80,0400-0415,562,188.6,20,lane-change
i80,0500-0515,796,188.9,20,lane-change
i80,0500-0515,882,188.9,20,lane-change
i80,0515-0530,303,189.3,20,lane-change
i80,0500-0515,924,189.6,20,lane-change
i80,0400-0415,447,189.6,20,lane-change
i80,0400-0415,545,189.9,20,lane-change
i80,0515-0530,386,190.4,20,lane-change
i80,0515-0530,339,190.7,20,lane-change
i80,0500-0515,858,191.3,20,lane-change
i80,0500-0515,875,191.4,20,lane-change
i80,0500-0515,859,191.5,20,lane-change
i80,0515-0530,295,191.8,20,lane-change
i80,0515-0530,358,192.0,20,lane-change
i80,0515-0530,360,192.1,20,cutoff
i80,0500-0515,888,192.2,20,lane-change
i80,0400-0415,545,192.5,20,lane-change
i80,0515-0530,243,192.8,20,lane-change
i80,0400-0415,576,192.9,20,lane-change
i80,0515-0530,3004,193.1,20,lane-change
i80,0515-0530,338,194.2,20,lane-change
i80,0500-0515,924,194.3,20,lane-change
i80,0400-0415,577,194.8,20,lane-change
i80,0500-0515,865,194.9,20,lane-change
i80,0515-0530,2508,195.1,20,lane-change
i80,0515-0530,323,195.1,20,cutoff
i80,0500-0515,921,195.7,20,lane-change
i80,0400-0415,638,196.5,20,lane-change
i80,0400-0415,607,196.8,20,lane-change
i80,0515-0530,382,197.2,20,lane-change
i80,0500-0515,874,198.5,20,lane-change
i80,0400-0415,713,198.5,20,lane-change
i80,0500-0515,819,198.7,20,lane-change
i80,0500-0515,847,199.2,20,lane-change
i80,0400-0415,558,199.8,20,lane-change
i80,0500-0515,875,200.0,20,lane-change
i80,0400-0415,604,200.0,20,lane-change
i80,0400-0415,514,200.1,20,lane-change
i80,0515-0530,396,200.9,20,lane-change
i80,0400-0415,588,200.9,20,lane-change
i80,0500-0515,865,201.9,20,lane-change
i80,0500-0515,889,202.2,20,lane-change
i80,0515-0530,297,202.3,20,lane-change
i80,0500-0515,900,202.3,20,lane-change
i80,0515-0530,338,202.7,20,lane-change
i80,0500-0515,828,203.0,20,lane-change
i80,0400-0415,622,203.0,20,lane-change
i80,0400-0415,572,203.2,20,lane-change
i80,0515-0530,330,203.5,20,lane-change
i80,0515-0530,2508,203.7,20,lane-change
i80,0500-0515,875,203.7,20,lane-change
i80,0500-0515,843,204.1,20,lane-change
i80,0500-0515,897,204.2,20,lane-change
i80,0515-0530,334,205.8,20,lane-change
i80,0400-0415,509,206.3,20,lane-change
i80,0400-0415,646,206.3,20,lane-change
i80,0515-0530,234,206.4,20,lane-change
i80,0400-0415,638,207.1,20,lane-change
i80,0515-0530,212,207.4,20,lane-change
i80,0500-0515,902,207.4,20,lane-change
i80,0515-0530,405,207.7,20,lane-change
i80,0500-0515,966,207.7,20,lane-change
i80,0500-0515,852,208.1,20,lane-change
i80,0500-0515,862,208.1,20,lane-change
i80,0400-0415,705,208.6,20,lane-change
i80,0400-0415,681,208.7,20,lane-change
i80,0515-0530,461,209.0,20,lane-change
i80,0400-0415,581,209.0,20,lane-change
i80,0400-0415,640,209.0,20,lane-change
i80,0515-0530,343,209.3,20,lane-change
i80,0515-0530,348,209.6,20,lane-change
i80,0400-0415,666,210.0,20,lane-change
i80,0515-0530,338,210.5,20,lane-change
i80,0400-0415,658,210.7,20,lane-change
i80,0500-0515,867,210.8,20,lane-change
i80,0500-0515,927,211.0,20,lane-change
i80,0500-0515,865,211.5,20,lane-change
i80,0500-0515,911,211.5,20,lane-change
i80,0515-0530,316,211.7,20,lane-change
i80,0515-0530,385,211.9,20,lane-change
i80,0400-0415,733,212.0,20,lane-change
i80,0515-0530,290,212.3,20,lane-change
i80,0400-0415,646,212.5,20,lane-change
i80,0400-0415,545,213.3,20,lane-change
i80,0515-0530,361,213.4,20,lane-change
i80,0400-0415,571,213.8,20,lane-change
i80,0400-0415,607,213.8,20,lane-change
i80,0400-0415,672,213.8,20,lane-change
i80,0500-0515,941,214.0,20,lane-change
i80,0500-0515,865,214.2,20,lane-change
i80,0500-0515,902,214.2,20,lane-change
i80,0515-0530,2508,214.3,20,lane-change
i80,0500-0515,817,214.8,20,lane-change
i80,0400-0415,679,215.1,20,lane-change
i80,0400-0415,705,215.1,20,lane-change
i80,0500-0515,889,215.6,20,lane-change
i80,0400-0415,725,215.8,20,lane-change
i80,0400-0415,664,216.5,20,lane-change
i80,0515-0530,506,216.7,20,lane-change
i80,0500-0515,866,216.9,20,lane-change
i80,0400-0415,709,217.0,20,lane-change
i80,0515-0530,309,217.4,20,lane-change
i80,0515-0530,304,217.6,20,lane-change
i80,0515-0530,376,217.8,20,lane-change
i80,0500-0515,924,217.8,20,lane-change
i80,0500-0515,933,218.0,20,lane-change
i80,0400-0415,509,218.7,20,lane-change
i80,0515-0530,2508,218.8,20,lane-change
i80,0515-0530,292,218.9,20,cutoff
i80,0500-0515,854,218.9,20,lane-change
i80,0500-0515,920,218.9,20,lane-change
i80,0515-0530,338,219.3,20,lane-change
i80,0500-0515,873,219.6,20,lane-change
i80,0400-0415,613,219.8,20,lane-change
i80,0500-0515,921,220.0,20,lane-change
i80,0400-0415,576,220.2,20,lane-change
i80,0400-0415,705,220.9,20,lane-change
i80,0515-0530,388,221.6,20,lane-change
i80,0515-0530,290,221.9,20,lane-change
i80,0500-0515,915,221.9,20,lane-change
i80,0500-0515,954,221.9,20,lane-change
i80,0500-0515,944,222.0,20,lane-change
i80,0515-0530,405,222.9,20,lane-change
i80,0400-0415,716,223.7,20,lane-change
i80,0500-0515,902,224.2,20,lane-change
i80,0515-0530,338,224.3,20,lane-change
i80,0500-0515,941,224.4,20,lane-change
i80,0515-0530,397,224.7,20,lane-change
i80,0515-0530,441,224.8,20,lane-change
i80,0400-0415,689,224.8,20,lane-change
i80,0400-0415,757,224.8,20,lane-change
i80,0515-0530,431,225.1,20,lane-change
i80,0400-0415,765,225.4,20,lane-change
i80,0400-0415,766,225.5,20,cutoff
i80,0400-0415,709,225.6,20,lane-change
i80,0400-0415,679,225.7,20,lane-change
i80,0515-0530,384,226.3,20,lane-change
i80,0400-0415,721,226.5,20,lane-change
i80,0515-0530,295,226.8,20,lane-change
i80,0515-0530,419,227.7,20,lane-change
i80,0500-0515,955,227.7,20,lane-change
i80,0400-0415,725,227.8,20,lane-change
i80,0515-0530,550,228.6,20,lane-change
i80,0400-0415,743,229.5,20,lane-change
i80,0400-0415,705,229.8,20,lane-change
i80,0500-0515,976,230.0,20,lane-change
i80,0400-0415,778,230.0,20,lane-change
i80,0500-0515,902,230.5,20,lane-change
i80,0500-0515,963,230.5,20,lane-change
i80,0515-0530,418,231.0,20,lane-change
i80,0500-0515,903,231.3,20,lane-change
i80,0515-0530,494,232.0,20,lane-change
i80,0500-0515,948,232.1,20,lane-change
i80,0515-0530,410,232.2,20,lane-change
i80,0500-0515,938,232.7,20,lane-change
i80,0400-0415,763,232.7,20,lane-change
i80,0515-0530,290,233.3,20,lane-change
i80,0500-0515,911,233.6,20,lane-change
i80,0400-0415,705,233.8,20,lane-change
i80,0515-0530,424,234.0,20,lane-change
i80,0500-0515,977,234.6,20,lane-change
i80,0500-0515,941,234.8,20,lane-change
i80,0400-0415,716,234.8,20,lane-change
i80,0515-0530,376,235.0,20,lane-change
i80,0515-0530,464,235.2,20,lane-change
i80,0500-0515,963,235.6,20,lane-change
i80,0500-0515,928,235.7,20,lane-change
i80,0515-0530,338,236.1,20,lane-change
i80,0400-0415,880,236.6,20,lane-change
i80,0400-0415,795,236.9,20,lane-change
i80,0400-0415,743,237.1,20,lane-change
i80,0400-0415,721,237.2,20,lane-change
i80,0500-0515,990,237.4,20,lane-change
i80,0515-0530,438,237.5,20,lane-change
i80,0515-0530,506,237.7,20,lane-change
i80,0400-0415,768,237.7,20,lane-change
i80,0500-0515,974,237.9,20,lane-change
i80,0515-0530,451,238.5,20,lane-change
i80,0500-0515,994,238.9,20,lane-change
i80,0400-0415,819,239.0,20,lane-change
i80,0400-0415,854,239.2,20,lane-change
i80,0515-0530,455,239.5,20,lane-change
i80,0400-0415,697,239.7,20,lane-change
i80,0515-0530,505,241.1,20,lane-change
i80,0400-0415,737,241.8,20,lane-change
i80,0400-0415,757,241.9,20,lane-change
i80,0500-0515,1019,242.0,20,lane-change
i80,0400-0415,843,242.6,20,lane-change
i80,0500-0515,1002,242.8,20,lane-change
i80,0400-0415,788,242.9,20,lane-change
i80,0500-0515,982,243.0,20,lane-change
i80,0515-0530,439,243.5,20,lane-change
i80,0400-0415,820,243.6,20,lane-change
i80,0400-0415,754,244.0,20,lane-change
i80,0515-0530,431,244.1,20,lane-change
i80,0515-0530,451,244.5,20,lane-change
i80,0515-0530,491,244.5,20,lane-change
i80,0400-0415,855,245.0,20,lane-change
i80,0400-0415,763,245.2,20,lane-change
i80,0515-0530,367,245.3,20,lane-change
