map,period,vehicle ID,start time,duration,tags
us101,0750-0805,305,59.2,20,lane-change
us101,0805-0820,71,59.3,20,cutoff
us101,0750-0805,125,59.3,20,lane-change
us101,0750-0805,217,60.0,20,lane-change
us101,0750-0805,183,60.2,20,lane-change
us101,0820-0835,53,60.599999999999994,20,lane-change
us101,0805-0820,49,61.0,20,lane-change
us101,0820-0835,9,62.099999999999994,20,lane-change
us101,0750-0805,140,62.900000000000006,20,lane-change
us101,0750-0805,230,62.900000000000006,20,lane-change
us101,0820-0835,81,64.1,20,lane-change
us101,0805-0820,67,64.7,20,lane-change
us101,0805-0820,76,65.7,20,lane-change
us101,0820-0835,57,65.9,20,lane-change
us101,0820-0835,72,66.1,20,lane-change
us101,0805-0820,36,66.4,20,lane-change
us101,0820-0835,74,67.6,20,lane-change
us101,0750-0805,3101,68.2,20,lane-change
us101,0805-0820,48,68.6,20,lane-change
us101,0750-0805,253,68.6,20,lane-change
us101,0805-0820,37,69.4,20,lane-change
us101,0820-0835,104,70.0,20,lane-change
us101,0820-0835,80,70.1,20,lane-change
us101,0750-0805,190,70.5,20,lane-change
us101,0820-0835,132,70.5,20,lane-change
us101,0750-0805,214,70.8,20,lane-change
us101,0750-0805,284,70.9,20,lane-change
us101,0805-0820,99,71.0,20,lane-change
us101,0820-0835,118,71.5,20,lane-change
us101,0750-0805,296,72.5,20,lane-change
us101,0750-0805,376,73.8,20,lane-change
us101,0820-0835,94,73.8,20,lane-change
us101,0750-0805,284,73.9,20,lane-change
us101,0820-0835,30,74.1,20,cutoff
us101,0750-0805,308,75.1,20,lane-change
us101,0750-0805,296,75.4,20,lane-change
us101,0750-0805,3101,75.4,20,lane-change
us101,0820-0835,60,75.5,20,lane-change
us101,0750-0805,309,76.0,20,lane-change
us101,0805-0820,48,76.3,20,lane-change
us101,0820-0835,133,76.7,20,lane-change
us101,0750-0805,310,76.9,20,lane-change
us101,0820-0835,57,77.3,20,lane-change
us101,0820-0835,160,77.3,20,lane-change
us101,0805-0820,71,78.2,20,lane-change
us101,0750-0805,310,78.5,20,lane-change
us101,0750-0805,309,78.6,20,lane-change
us101,0820-0835,146,79.0,20,lane-change
us101,0805-0820,92,79.3,20,lane-change
us101,0820-0835,35,79.4,20,lane-change
us101,0750-0805,230,80.1,20,lane-change
us101,0820-0835,133,80.3,20,lane-change
us101,0750-0805,279,80.4,20,lane-change
us101,0750-0805,332,80.7,20,lane-change
us101,0750-0805,221,81.1,20,lane-change
us101,0805-0820,81,81.3,20,lane-change
us101,0820-0835,104,81.3,20,lane-change
us101,0750-0805,323,81.4,20,lane-change
us101,0805-0820,140,81.5,20,lane-change
us101,0805-0820,94,81.9,20,lane-change
us101,0750-0805,233,81.9,20,lane-change
us101,0820-0835,57,82.6,20,lane-change
us101,0805-0820,53,82.8,20,lane-change
us101,0750-0805,340,83.4,20,lane-change
us101,0750-0805,332,83.8,20,lane-change
us101,0820-0835,107,83.8,20,lane-change
us101,0805-0820,48,84.3,20,lane-change
us101,0805-0820,44,85.0,20,lane-change
us101,0820-0835,145,85.1,20,lane-change
us101,0750-0805,249,85.3,20,lane-change
us101,0750-0805,352,85.9,20,lane-change
us101,0820-0835,39,86.1,20,lane-change
us101,0750-0805,233,86.2,20,lane-change
us101,0820-0835,160,86.3,20,lane-change
us101,0820-0835,159,86.3,20,cutoff
us101,0805-0820,99,86.4,20,lane-change
us101,0750-0805,345,86.7,20,lane-change
us101,0750-0805,245,87.2,20,lane-change
us101,0820-0835,157,87.4,20,lane-change
us101,0750-0805,358,88.0,20,lane-change
us101,0750-0805,394,88.0,20,lane-change
us101,0750-0805,227,88.5,20,lane-change
us101,0805-0820,94,88.9,20,lane-change
us101,0820-0835,146,89.0,20,lane-change
us101,0820-0835,176,89.0,20,lane-change
us101,0820-0835,160,89.1,20,lane-change
us101,0805-0820,104,89.6,20,lane-change
us101,0750-0805,367,89.7,20,lane-change
us101,0750-0805,352,90.1,20,lane-change
us101,0750-0805,394,90.2,20,lane-change
us101,0750-0805,340,90.8,20,lane-change
us101,0805-0820,99,90.9,20,lane-change
us101,0805-0820,44,91.0,20,lane-change
us101,0805-0820,99,91.4,20,overtake
us101,0820-0835,157,91.5,20,lane-change
us101,0750-0805,373,91.8,20,lane-change
us101,0750-0805,375,91.9,20,lane-change
us101,0820-0835,175,93.9,20,lane-change
us101,0750-0805,366,94.2,20,lane-change
us101,0820-0835,179,94.3,20,lane-change
us101,0750-0805,242,94.6,20,lane-change
us101,0805-0820,176,94.7,20,lane-change
us101,0820-0835,176,95.0,20,lane-change
us101,0750-0805,345,95.2,20,lane-change
us101,0750-0805,375,95.4,20,lane-change
us101,0820-0835,140,95.8,20,cutoff
us101,0820-0835,99,96.1,20,lane-change
us101,0820-0835,145,96.1,20,lane-change
us101,0805-0820,163,96.2,20,lane-change
us101,0750-0805,358,96.5,20,lane-change
us101,0820-0835,175,97.3,20,lane-change
us101,0805-0820,80,97.4,20,lane-change
us101,0805-0820,139,98.1,20,lane-change
us101,0805-0820,110,98.2,20,lane-change
us101,0820-0835,98,98.2,20,lane-change
us101,0820-0835,179,98.2,20,lane-change
us101,0750-0805,309,98.5,20,lane-change
us101,0750-0805,340,98.7,20,lane-change
us101,0820-0835,111,99.2,20,lane-change
us101,0820-0835,185,99.7,20,lane-change
us101,0750-0805,358,99.8,20,lane-change
us101,0750-0805,402,99.8,20,lane-change
us101,0805-0820,80,99.9,20,lane-change
us101,0750-0805,367,99.9,20,lane-change
us101,0820-0835,146,100.2,20,lane-change
us101,0750-0805,407,100.4,20,lane-change
us101,0805-0820,148,100.6,20,lane-change
us101,0820-0835,160,100.9,20,lane-change
us101,0750-0805,402,101.3,20,lane-change
us101,0820-0835,157,101.8,20,lane-change
us101,0820-0835,98,102.3,20,lane-change
us101,0750-0805,373,102.9,20,lane-change
us101,0820-0835,146,103.4,20,lane-change
us101,0805-0820,139,103.6,20,lane-change
us101,0805-0820,100,103.7,20,lane-change
us101,0820-0835,123,103.8,20,lane-change
us101,0820-0835,144,105.4,20,lane-change
us101,0750-0805,329,106.4,20,lane-change
us101,0750-0805,350,106.5,20,lane-change
us101,0750-0805,394,106.7,20,lane-change
us101,0750-0805,389,107.0,20,lane-change
us101,0750-0805,434,107.3,20,lane-change
us101,0820-0835,96,107.6,20,lane-change
us101,0820-0835,176,108.2,20,lane-change
us101,0820-0835,122,108.5,20,lane-change
us101,0750-0805,396,109.0,20,lane-change
us101,0750-0805,397,109.2,20,lane-change
us101,0820-0835,210,109.4,20,lane-change
us101,0820-0835,179,109.6,20,lane-change
us101,0820-0835,99,109.8,20,lane-change
us101,0750-0805,358,110.0,20,lane-change
us101,0750-0805,445,110.2,20,lane-change
us101,0750-0805,441,110.5,20,lane-change
us101,0805-0820,192,111.3,20,lane-change
us101,0820-0835,175,111.7,20,lane-change
us101,0805-0820,175,111.9,20,lane-change
us101,0820-0835,210,113.0,20,lane-change
us101,0750-0805,402,113.3,20,lane-change
us101,0820-0835,185,113.4,20,lane-change
us101,0820-0835,219,113.5,20,lane-change
us101,0805-0820,204,113.7,20,lane-change
us101,0750-0805,384,114.1,20,lane-change
us101,0805-0820,181,114.9,20,lane-change
us101,0820-0835,188,115.0,20,lane-change
us101,0750-0805,434,116.3,20,lane-change
us101,0750-0805,423,116.5,20,lane-change
us101,0750-0805,441,117.1,20,lane-change
us101,0820-0835,112,117.1,20,cutoff
us101,0805-0820,190,117.2,20,lane-change
us101,0750-0805,388,117.8,20,lane-change
us101,0750-0805,452,118.69999999999999,20,lane-change
us101,0820-0835,123,118.80000000000001,20,lane-change
us101,0820-0835,157,119.0,20,lane-change
us101,0750-0805,465,119.5,20,lane-change
us101,0805-0820,195,119.80000000000001,20,lane-change
us101,0805-0820,218,119.9,20,lane-change
us101,0805-0820,226,120.0,20,cutoff
us101,0805-0820,190,120.30000000000001,20,lane-change
us101,0750-0805,473,120.69999999999999,20,lane-change
us101,0805-0820,204,120.9,20,lane-change
us101,0805-0820,139,121.30000000000001,20,lane-change
us101,0805-0820,141,121.6,20,lane-change
us101,0805-0820,155,122.30000000000001,20,lane-change
us101,0820-0835,172,122.6,20,lane-change
us101,0805-0820,204,122.69999999999999,20,lane-change
us101,0750-0805,410,123.19999999999999,20,lane-change
us101,0805-0820,203,123.30000000000001,20,lane-change
us101,0805-0820,198,123.4,20,lane-change
us101,0805-0820,200,123.5,20,lane-change
us101,0750-0805,486,123.5,20,lane-change
us101,0805-0820,175,123.9,20,lane-change
us101,0750-0805,441,124.0,20,lane-change
us101,0820-0835,242,124.1,20,lane-change
us101,0805-0820,157,124.19999999999999,20,lane-change
us101,0820-0835,130,124.6,20,lane-change
us101,0805-0820,211,125.5,20,lane-change
us101,0805-0820,203,125.69999999999999,20,lane-change
us101,0805-0820,204,125.80000000000001,20,lane-change
us101,0820-0835,250,125.80000000000001,20,lane-change
us101,0805-0820,204,125.9,20,overtake
us101,0820-0835,225,126.19999999999999,20,lane-change
us101,0750-0805,396,126.30000000000001,20,lane-change
us101,0750-0805,411,126.30000000000001,20,lane-change
us101,0820-0835,242,127.0,20,lane-change
us101,0750-0805,450,127.1,20,lane-change
us101,0750-0805,415,127.19999999999999,20,lane-change
us101,0805-0820,204,127.69999999999999,20,overtake
us101,0805-0820,195,128.2,20,lane-change
us101,0750-0805,518,128.6,20,lane-change
us101,0750-0805,452,128.8,20,lane-change
us101,0820-0835,250,128.9,20,lane-change
us101,0805-0820,184,129.0,20,lane-change
us101,0805-0820,211,129.1,20,lane-change
us101,0805-0820,191,129.5,20,lane-change
us101,0750-0805,504,130.3,20,lane-change
us101,0805-0820,228,130.7,20,lane-change
us101,0750-0805,465,130.7,20,lane-change
us101,0805-0820,203,130.9,20,lane-change
us101,0805-0820,146,131.0,20,lane-change
us101,0750-0805,543,131.1,20,lane-change
us101,0805-0820,227,131.2,20,lane-change
us101,0750-0805,555,131.3,20,lane-change
us101,0750-0805,524,131.5,20,lane-change
us101,0750-0805,457,131.6,20,lane-change
us101,0750-0805,435,131.8,20,lane-change
us101,0805-0820,204,131.9,20,lane-change
us101,0750-0805,473,131.9,20,lane-change
us101,0750-0805,467,132.0,20,lane-change
us101,0805-0820,198,132.4,20,lane-change
us101,0750-0805,524,133.3,20,lane-change
us101,0805-0820,204,133.4,20,lane-change
us101,0805-0820,231,134.1,20,lane-change
us101,0750-0805,435,134.6,20,cutoff
us101,0805-0820,219,134.9,20,lane-change
us101,0805-0820,195,135.2,20,lane-change
us101,0820-0835,313,135.3,20,lane-change
us101,0750-0805,563,135.5,20,lane-change
us101,0805-0820,237,135.7,20,lane-change
us101,0805-0820,239,135.7,20,lane-change
us101,0750-0805,531,135.7,20,lane-change
us101,0805-0820,204,136.9,20,overtake
us101,0805-0820,181,137.2,20,lane-change
us101,0805-0820,242,137.2,20,lane-change
us101,0750-0805,513,137.2,20,lane-change
us101,0820-0835,123,137.5,20,lane-change
us101,0750-0805,464,137.6,20,lane-change
us101,0805-0820,182,137.7,20,lane-change
us101,0805-0820,203,137.7,20,lane-change
us101,0805-0820,204,137.7,20,lane-change
us101,0750-0805,523,138.2,20,lane-change
us101,0805-0820,204,138.4,20,overtake
us101,0750-0805,550,138.9,20,lane-change
us101,0820-0835,273,139.2,20,lane-change
us101,0805-0820,218,139.5,20,lane-change
us101,0820-0835,250,139.5,20,lane-change
us101,0805-0820,213,140.4,20,lane-change
us101,0750-0805,560,140.4,20,lane-change
us101,0750-0805,3102,141.3,20,lane-change
us101,0750-0805,525,141.8,20,lane-change
us101,0805-0820,209,142.8,20,lane-change
us101,0805-0820,227,143.2,20,lane-change
us101,0805-0820,239,143.8,20,lane-change
us101,0750-0805,524,144.8,20,lane-change
us101,0805-0820,231,145.1,20,lane-change
us101,0805-0820,242,145.1,20,lane-change
us101,0805-0820,211,145.5,20,lane-change
us101,0750-0805,581,145.7,20,lane-change
us101,0750-0805,587,145.8,20,lane-change
us101,0805-0820,268,146.4,20,lane-change
us101,0750-0805,525,146.6,20,lane-change
us101,0805-0820,237,146.7,20,lane-change
us101,0820-0835,339,146.8,20,lane-change
us101,0750-0805,587,147.3,20,lane-change
us101,0820-0835,273,147.3,20,lane-change
us101,0750-0805,503,147.7,20,lane-change
us101,0750-0805,531,147.7,20,lane-change
us101,0805-0820,244,148.4,20,lane-change
us101,0805-0820,205,149.6,20,lane-change
us101,0820-0835,291,149.6,20,lane-change
us101,0750-0805,489,149.9,20,lane-change
us101,0750-0805,550,150.2,20,lane-change
us101,0820-0835,361,151.3,20,lane-change
us101,0750-0805,529,151.4,20,lane-change
us101,0750-0805,527,151.8,20,lane-change
us101,0750-0805,523,151.9,20,cutoff
us101,0750-0805,522,152.3,20,lane-change
us101,0750-0805,560,152.8,20,lane-change
us101,0750-0805,612,152.8,20,lane-change
us101,0820-0835,319,153.9,20,lane-change
us101,0750-0805,590,154.0,20,lane-change
us101,0750-0805,612,154.4,20,lane-change
us101,0820-0835,295,154.8,20,lane-change
us101,0805-0820,317,155.4,20,lane-change
us101,0750-0805,581,155.5,20,lane-change
us101,0750-0805,622,155.5,20,lane-change
us101,0805-0820,296,155.6,20,lane-change
us101,0820-0835,303,155.6,20,lane-change
us101,0750-0805,513,155.9,20,lane-change
us101,0750-0805,525,155.9,20,lane-change
us101,0750-0805,586,156.7,20,lane-change
us101,0750-0805,527,156.8,20,lane-change
us101,0820-0835,175,156.8,20,lane-change
us101,0750-0805,635,157.1,20,lane-change
us101,0820-0835,307,157.3,20,lane-change
us101,0805-0820,268,157.5,20,lane-change
us101,0750-0805,586,158.5,20,lane-change
us101,0750-0805,622,158.7,20,lane-change
us101,0820-0835,319,158.7,20,lane-change
us101,0750-0805,645,158.9,20,lane-change
us101,0805-0820,296,159.1,20,lane-change
us101,0750-0805,587,160.6,20,lane-change
us101,0820-0835,316,160.7,20,lane-change
us101,0750-0805,597,161.0,20,lane-change
us101,0750-0805,619,161.0,20,lane-change
us101,0750-0805,676,161.2,20,lane-change
us101,0805-0820,336,161.5,20,lane-change
us101,0805-0820,243,161.8,20,lane-change
us101,0820-0835,338,162.1,20,lane-change
us101,0805-0820,245,162.2,20,lane-change
us101,0750-0805,612,162.7,20,lane-change
us101,0750-0805,612,162.8,20,cutoff
us101,0750-0805,704,163.0,20,lane-change
us101,0820-0835,291,163.3,20,lane-change
us101,0820-0835,321,163.5,20,lane-change
us101,0750-0805,582,163.9,20,lane-change
us101,0805-0820,325,164.1,20,lane-change
us101,0750-0805,590,164.6,20,lane-change
us101,0820-0835,316,164.7,20,lane-change
us101,0750-0805,586,165.0,20,lane-change
us101,0750-0805,668,165.2,20,lane-change
us101,0805-0820,329,165.3,20,lane-change
us101,0750-0805,656,165.4,20,lane-change
us101,0820-0835,295,165.6,20,lane-change
us101,0820-0835,327,166.5,20,lane-change
us101,0820-0835,321,166.9,20,lane-change
us101,0750-0805,583,167.4,20,lane-change
us101,0750-0805,682,167.7,20,lane-change
us101,0750-0805,679,168.0,20,lane-change
us101,0750-0805,645,168.3,20,lane-change
us101,0805-0820,275,168.4,20,lane-change
us101,0750-0805,668,168.4,20,lane-change
us101,0750-0805,590,168.5,20,lane-change
us101,0820-0835,327,168.9,20,lane-change
us101,0750-0805,686,169.0,20,lane-change
us101,0805-0820,335,169.1,20,lane-change
us101,0750-0805,612,169.3,20,lane-change
us101,0750-0805,590,169.6,20,overtake
us101,0805-0820,244,169.7,20,lane-change
us101,0750-0805,679,169.8,20,lane-change
us101,0750-0805,582,170.0,20,lane-change
us101,0820-0835,303,170.2,20,lane-change
us101,0750-0805,737,170.4,20,lane-change
us101,0750-0805,686,170.5,20,lane-change
us101,0820-0835,333,171.2,20,lane-change
us101,0750-0805,695,171.7,20,lane-change
us101,0750-0805,582,172.1,20,lane-change
us101,0750-0805,645,172.1,20,lane-change
us101,0805-0820,335,172.2,20,lane-change
us101,0820-0835,366,172.3,20,lane-change
us101,0750-0805,632,173.0,20,lane-change
us101,0750-0805,612,173.5,20,lane-change
us101,0750-0805,686,174.0,20,lane-change
us101,0750-0805,714,174.0,20,lane-change
us101,0820-0835,347,174.8,20,lane-change
us101,0805-0820,355,174.9,20,lane-change
us101,0750-0805,710,175.1,20,lane-change
us101,0805-0820,349,175.7,20,lane-change
us101,0750-0805,695,175.8,20,lane-change
us101,0750-0805,753,176.0,20,lane-change
us101,0750-0805,632,176.1,20,lane-change
us101,0750-0805,724,176.5,20,lane-change
us101,0750-0805,656,176.6,20,lane-change
us101,0750-0805,682,176.7,20,lane-change
us101,0820-0835,344,176.8,20,lane-change
us101,0805-0820,374,176.9,20,lane-change
us101,0750-0805,675,176.9,20,lane-change
us101,0750-0805,699,177.0,20,lane-change
us101,0750-0805,704,177.3,20,lane-change
us101,0750-0805,714,177.5,20,lane-change
us101,0820-0835,339,177.5,20,lane-change
us101,0820-0835,347,177.7,20,lane-change
us101,0750-0805,686,177.9,20,lane-change
us101,0805-0820,355,178.5,20,lane-change
us101,0820-0835,316,178.7,20,lane-change
us101,0750-0805,732,179.0,20,lane-change
us101,0820-0835,372,179.3,20,lane-change
us101,0750-0805,689,180.5,20,lane-change
us101,0820-0835,307,180.6,20,lane-change
us101,0820-0835,321,180.6,20,lane-change
us101,0805-0820,299,181.8,20,lane-change
us101,0805-0820,341,181.9,20,lane-change
us101,0820-0835,307,182.1,20,lane-change
us101,0750-0805,686,182.2,20,lane-change
us101,0750-0805,726,182.3,20,lane-change
us101,0750-0805,749,182.6,20,lane-change
us101,0820-0835,327,182.6,20,lane-change
us101,0750-0805,741,182.9,20,lane-change
us101,0750-0805,724,183.1,20,lane-change
us101,0750-0805,710,183.5,20,lane-change
us101,0750-0805,689,184.9,20,lane-change
us101,0805-0820,341,185.5,20,lane-change
us101,0805-0820,337,185.6,20,lane-change
us101,0805-0820,291,185.7,20,lane-change
us101,0805-0820,349,186.1,20,lane-change
us101,0820-0835,291,186.3,20,lane-change
us101,0805-0820,300,186.7,20,lane-change
us101,0805-0820,371,186.7,20,lane-change
us101,0750-0805,758,186.9,20,lane-change
us101,0750-0805,699,187.0,20,lane-change
us101,0750-0805,774,187.1,20,lane-change
us101,0820-0835,333,187.1,20,lane-change
us101,0805-0820,335,187.5,20,lane-change
us101,0805-0820,355,188.2,20,lane-change
us101,0750-0805,785,188.3,20,lane-change
us101,0750-0805,758,188.6,20,lane-change
us101,0750-0805,768,188.6,20,lane-change
us101,0750-0805,774,188.7,20,lane-change
us101,0750-0805,704,188.8,20,lane-change
us101,0820-0835,370,189.5,20,lane-change
us101,0805-0820,344,189.7,20,lane-change
us101,0750-0805,732,190.6,20,lane-change
us101,0805-0820,366,190.9,20,lane-change
us101,0750-0805,780,191.2,20,lane-change
us101,0750-0805,679,191.5,20,lane-change
us101,0750-0805,724,192.1,20,lane-change
us101,0750-0805,784,192.2,20,lane-change
us101,0750-0805,726,192.6,20,lane-change
us101,0750-0805,774,192.9,20,lane-change
us101,0750-0805,792,193.8,20,lane-change
us101,0805-0820,351,193.9,20,lane-change
us101,0805-0820,369,194.0,20,cutoff
us101,0805-0820,371,194.3,20,lane-change
us101,0750-0805,735,194.4,20,lane-change
us101,0750-0805,790,194.6,20,lane-change
us101,0820-0835,402,194.8,20,lane-change
us101,0750-0805,784,195.0,20,lane-change
us101,0750-0805,758,195.7,20,lane-change
us101,0805-0820,456,195.9,20,lane-change
us101,0750-0805,774,196.0,20,lane-change
us101,0750-0805,741,196.5,20,lane-change
us101,0820-0835,307,196.8,20,lane-change
us101,0750-0805,724,197.0,20,lane-change
us101,0820-0835,347,197.1,20,lane-change
us101,0750-0805,811,197.9,20,lane-change
us101,0750-0805,790,198.1,20,lane-change
us101,0805-0820,406,198.9,20,lane-change
us101,0820-0835,344,199.0,20,lane-change
us101,0750-0805,817,199.3,20,lane-change
us101,0750-0805,768,199.4,20,lane-change
us101,0750-0805,784,199.6,20,lane-change
us101,0820-0835,348,199.9,20,lane-change
us101,0750-0805,780,200.1,20,lane-change
us101,0820-0835,307,200.2,20,lane-change
us101,0750-0805,816,200.3,20,lane-change
us101,0805-0820,326,200.9,20,lane-change
us101,0805-0820,373,201.2,20,lane-change
us101,0750-0805,714,201.6,20,lane-change
us101,0750-0805,752,202.1,20,lane-change
us101,0750-0805,817,202.2,20,lane-change
us101,0750-0805,811,202.3,20,lane-change
us101,0820-0835,352,202.8,20,lane-change
us101,0750-0805,831,202.9,20,lane-change
us101,0805-0820,418,204.1,20,lane-change
us101,0805-0820,407,204.5,20,lane-change
us101,0750-0805,774,204.5,20,lane-change
us101,0805-0820,424,204.9,20,lane-change
us101,0820-0835,274,204.9,20,lane-change
us101,0805-0820,420,206.3,20,lane-change
us101,0805-0820,406,206.5,20,lane-change
us101,0750-0805,774,206.6,20,lane-change
us101,0805-0820,418,206.7,20,lane-change
us101,0805-0820,423,206.9,20,lane-change
us101,0820-0835,311,207.3,20,lane-change
us101,0820-0835,287,207.4,20,lane-change
us101,0820-0835,288,207.5,20,cutoff
us101,0805-0820,424,207.8,20,lane-change
us101,0750-0805,784,207.9,20,lane-change
us101,0750-0805,816,208.0,20,lane-change
us101,0805-0820,384,208.3,20,lane-change
us101,0750-0805,826,209.1,20,lane-change
us101,0805-0820,414,209.3,20,lane-change
us101,0820-0835,362,209.4,20,lane-change
us101,0820-0835,384,209.6,20,lane-change
us101,0805-0820,433,209.7,20,lane-change
us101,0805-0820,439,210.2,20,lane-change
us101,0805-0820,407,211.0,20,lane-change
us101,0750-0805,752,211.2,20,lane-change
us101,0805-0820,434,211.4,20,lane-change
us101,0750-0805,790,211.6,20,lane-change
us101,0805-0820,433,212.3,20,lane-change
us101,0805-0820,403,212.9,20,lane-change
us101,0750-0805,784,213.0,20,lane-change
us101,0805-0820,441,213.4,20,lane-change
us101,0820-0835,336,214.1,20,lane-change
us101,0820-0835,352,214.1,20,lane-change
us101,0820-0835,342,214.4,20,lane-change
us101,0805-0820,429,214.8,20,lane-change
us101,0820-0835,397,215.1,20,lane-change
us101,0805-0820,437,215.3,20,lane-change
us101,0805-0820,448,215.4,20,lane-change
us101,0805-0820,414,215.5,20,lane-change
us101,0805-0820,441,215.5,20,lane-change
us101,0820-0835,338,215.6,20,lane-change
us101,0805-0820,410,216.1,20,lane-change
us101,0750-0805,831,216.4,20,lane-change
us101,0805-0820,452,216.7,20,lane-change
us101,0805-0820,418,216.9,20,lane-change
us101,0750-0805,925,216.9,20,lane-change
us101,0805-0820,455,218.1,20,lane-change
us101,0805-0820,423,218.4,20,lane-change
us101,0805-0820,448,218.5,20,lane-change
us101,0750-0805,901,218.5,20,lane-change
us101,0805-0820,500,219.0,20,lane-change
us101,0805-0820,434,219.7,20,lane-change
us101,0805-0820,424,219.8,20,lane-change
us101,0805-0820,433,220.2,20,lane-change
us101,0750-0805,835,220.3,20,lane-change
us101,0805-0820,452,220.4,20,lane-change
